id,node_id:id,class_id:id,relation,topic,topic_en,note
klink_garde_manger_isco_5120,spec_garde_manger,kc_isco_5120,classified_as,,,
klink_relief_cook_isco_5120,spec_relief_cook,kc_isco_5120,classified_as,,,
klink_relief_cook_isco_3434,spec_relief_cook,kc_isco_3434,classified_as,,,
klink_kitchen_butcher_isco_7511,spec_kitchen_butcher,kc_isco_7511,classified_as,,,
klink_fish_preparer_isco_7511,spec_fish_preparer,kc_isco_7511,classified_as,,,
klink_fish_preparer_isco_9412,spec_fish_preparer,kc_isco_9412,classified_as,,,
klink_salad_cook_isco_5120,spec_salad_cook,kc_isco_5120,classified_as,,,
klink_salad_cook_isco_9412,spec_salad_cook,kc_isco_9412,classified_as,,,
klink_breakfast_cook_isco_5120,spec_breakfast_cook,kc_isco_5120,classified_as,,,
klink_short_order_cook_isco_5120,spec_short_order_cook,kc_isco_5120,classified_as,,,
klink_short_order_cook_isco_9411,spec_short_order_cook,kc_isco_9411,classified_as,,,
klink_expeditor_isco_5120,spec_expeditor,kc_isco_5120,classified_as,,,
klink_private_chef_isco_5120,spec_private_chef,kc_isco_5120,classified_as,,,
klink_private_chef_isco_3434,spec_private_chef,kc_isco_3434,classified_as,,,
klink_development_chef_isco_3434,spec_development_chef,kc_isco_3434,classified_as,,,
klink_cloud_kitchen_cook_isco_5120,spec_cloud_kitchen_cook,kc_isco_5120,classified_as,,,
klink_cloud_kitchen_cook_isco_9411,spec_cloud_kitchen_cook,kc_isco_9411,classified_as,,,
klink_meal_prep_cook_isco_5120,spec_meal_prep_cook,kc_isco_5120,classified_as,,,
klink_international_cuisine_cook_isco_5120,spec_international_cuisine_cook,kc_isco_5120,classified_as,,,
klink_italian_cuisine_cook_isco_5120,spec_italian_cuisine_cook,kc_isco_5120,classified_as,,,
klink_asian_cuisine_cook_isco_5120,spec_asian_cuisine_cook,kc_isco_5120,classified_as,,,
klink_sushi_cook_isco_5120,spec_sushi_cook,kc_isco_5120,classified_as,,,
klink_fast_food_cook_isco_9411,spec_fast_food_cook,kc_isco_9411,classified_as,,,
klink_pizza_cook_isco_9411,spec_pizza_cook,kc_isco_9411,classified_as,,,
klink_pizza_cook_isco_5120,spec_pizza_cook,kc_isco_5120,classified_as,,,
klink_sandwich_cook_isco_9411,spec_sandwich_cook,kc_isco_9411,classified_as,,,
klink_sandwich_cook_isco_5246,spec_sandwich_cook,kc_isco_5246,classified_as,,,
klink_shawarma_cook_isco_9411,spec_shawarma_cook,kc_isco_9411,classified_as,,,
klink_falafel_cook_isco_9411,spec_falafel_cook,kc_isco_9411,classified_as,,,
klink_falafel_cook_isco_5212,spec_falafel_cook,kc_isco_5212,classified_as,,,
klink_sambuseh_cook_isco_9411,spec_sambuseh_cook,kc_isco_9411,classified_as,,,
klink_sambuseh_cook_isco_5212,spec_sambuseh_cook,kc_isco_5212,classified_as,,,
klink_street_food_cook_isco_5212,spec_street_food_cook,kc_isco_5212,classified_as,,,
klink_food_truck_cook_isco_5120,spec_food_truck_cook,kc_isco_5120,classified_as,,,
klink_food_truck_cook_isco_5212,spec_food_truck_cook,kc_isco_5212,classified_as,,,
klink_tabbakh_isco_5120,spec_tabbakh,kc_isco_5120,classified_as,,,
klink_rice_cook_isco_5120,spec_rice_cook,kc_isco_5120,classified_as,,,
klink_kebab_cook_isco_5120,spec_kebab_cook,kc_isco_5120,classified_as,,,
klink_kebab_skewer_preparer_isco_9412,spec_kebab_skewer_preparer,kc_isco_9412,classified_as,,,
klink_kebab_skewer_preparer_isco_7511,spec_kebab_skewer_preparer,kc_isco_7511,classified_as,,,
klink_khoresh_cook_isco_5120,spec_khoresh_cook,kc_isco_5120,classified_as,,,
klink_home_style_food_cook_isco_5120,spec_home_style_food_cook,kc_isco_5120,classified_as,,,
klink_ash_cook_isco_5120,spec_ash_cook,kc_isco_5120,classified_as,,,
klink_haleem_cook_isco_5120,spec_haleem_cook,kc_isco_5120,classified_as,,,
klink_dizi_cook_isco_5120,spec_dizi_cook,kc_isco_5120,classified_as,,,
klink_liver_kebab_cook_isco_5120,spec_liver_kebab_cook,kc_isco_5120,classified_as,,,
klink_liver_kebab_cook_isco_5212,spec_liver_kebab_cook,kc_isco_5212,classified_as,,,
klink_kalleh_pacheh_cook_isco_5120,spec_kalleh_pacheh_cook,kc_isco_5120,classified_as,,,
klink_sirabi_cook_isco_5120,spec_sirabi_cook,kc_isco_5120,classified_as,,,
klink_sirabi_cook_isco_5212,spec_sirabi_cook,kc_isco_5212,classified_as,,,
klink_beryani_cook_isco_5120,spec_beryani_cook,kc_isco_5120,classified_as,,,
klink_regional_cuisine_cook_isco_5120,spec_regional_cuisine_cook,kc_isco_5120,classified_as,,,
klink_institutional_cook_isco_5120,spec_institutional_cook,kc_isco_5120,classified_as,,,
klink_central_kitchen_cook_isco_5120,spec_central_kitchen_cook,kc_isco_5120,classified_as,,,
klink_banquet_cook_isco_5120,spec_banquet_cook,kc_isco_5120,classified_as,,,
klink_hospital_cook_isco_5120,spec_hospital_cook,kc_isco_5120,classified_as,,,
klink_school_cook_isco_5120,spec_school_cook,kc_isco_5120,classified_as,,,
klink_care_home_cook_isco_5120,spec_care_home_cook,kc_isco_5120,classified_as,,,
klink_military_cook_isco_5120,spec_military_cook,kc_isco_5120,classified_as,,,
klink_airline_catering_cook_isco_5120,spec_airline_catering_cook,kc_isco_5120,classified_as,,,
klink_cruise_ship_cook_isco_5120,spec_cruise_ship_cook,kc_isco_5120,classified_as,,,
klink_camp_cook_isco_5120,spec_camp_cook,kc_isco_5120,classified_as,,,
klink_moist_heat_cooking_isced_f_2013_0533_0,spec_moist_heat_cooking,kc_isced_0533,draws_on,انتقالِ گرما با همرفت و تغییرِ فاز,heat transfer by convection and phase change,آب در ارتفاعِ تهران کمی زیرِ ۱۰۰ درجه می‌جوشد، پس پخت کمی بیشتر طول می‌کشد
klink_moist_heat_cooking_isced_f_2013_0531_1,spec_moist_heat_cooking,kc_isced_0531,draws_on,ژلاتینه‌شدنِ نشاسته,starch gelatinisation,برنج و سیب‌زمینی در آبِ داغ آب می‌گیرند و نرم می‌شوند
klink_dry_heat_roasting_isced_f_2013_0531_0,spec_dry_heat_roasting,kc_isced_0531,draws_on,واکنشِ مایار,Maillard reaction,رویهٔ گوشت از حدودِ ۱۴۰ درجه قهوه‌ای و خوش‌عطر می‌شود
klink_dry_heat_roasting_isced_f_2013_0533_1,spec_dry_heat_roasting,kc_isced_0533,draws_on,تابش و همرفتِ اجباری در فر,radiation and forced convection in ovens,
klink_sauteing_pan_frying_isced_f_2013_0533_0,spec_sauteing_pan_frying,kc_isced_0533,draws_on,انتقالِ گرما با رسانش,conductive heat transfer,
klink_sauteing_pan_frying_isced_f_2013_0531_1,spec_sauteing_pan_frying,kc_isced_0531,draws_on,نقطهٔ دودِ روغن,smoke point of cooking oils,روغنی که دود کند در حالِ تجزیه است
klink_deep_frying_isced_f_2013_0531_0,spec_deep_frying,kc_isced_0531,draws_on,اکسایشِ روغن و ترکیباتِ قطبی,oil oxidation and polar compounds,روغنِ کهنه تیره و کف‌دار می‌شود و برای سلامت زیان دارد
klink_deep_frying_isced_f_2013_0533_1,spec_deep_frying,kc_isced_0533,draws_on,تبخیرِ آب و انتقالِ گرما در سطحِ غذا,evaporation and heat transfer at the food surface,
klink_deep_frying_isced_f_2013_1022_2,spec_deep_frying,kc_isced_1022,draws_on,سوختگی و آتش‌سوزیِ روغن,hot-oil burns and fire,
klink_braising_stewing_isced_f_2013_0512_0,spec_braising_stewing,kc_isced_0512,draws_on,تبدیلِ کلاژن به ژلاتین,collagen hydrolysis into gelatin,گوشتِ سفت با چند ساعت پختِ ملایم نرم می‌شود
klink_braising_stewing_isced_f_2013_0533_1,spec_braising_stewing,kc_isced_0533,draws_on,انتقالِ آرامِ گرما در زمانِ طولانی,low-temperature heat transfer over time,
klink_grilling_broiling_isced_f_2013_0533_0,spec_grilling_broiling,kc_isced_0533,draws_on,گرمای تابشی,radiant heat,
klink_grilling_broiling_isced_f_2013_0531_1,spec_grilling_broiling,kc_isced_0531,draws_on,واکنشِ مایار و ترکیباتِ سوختگی,Maillard reaction and charring compounds,سوختنِ زیادِ گوشت ترکیباتِ زیان‌آور می‌سازد
klink_charcoal_fire_management_isced_f_2013_0531_0,spec_charcoal_fire_management,kc_isced_0531,draws_on,سوختن و مونوکسیدِ کربن,combustion and carbon monoxide,زغال در جای بسته گازی بی‌بو و کشنده می‌سازد
klink_charcoal_fire_management_isced_f_2013_1022_1,spec_charcoal_fire_management,kc_isced_1022,draws_on,تهویه و پیشگیری از سوختگی,ventilation and burn prevention,
klink_charcoal_fire_management_isced_f_2013_0533_2,spec_charcoal_fire_management,kc_isced_0533,draws_on,شدتِ گرمای تابشی و فاصله,radiant heat intensity and distance,
klink_stock_making_isced_f_2013_0512_0,spec_stock_making,kc_isced_0512,draws_on,بیرون‌کشیدنِ ژلاتین و ترکیباتِ طعم,extraction of gelatin and flavour compounds,
klink_stock_making_isced_f_2013_0511_1,spec_stock_making,kc_isced_0511,draws_on,باکتری‌های هاگ‌دار در مایعاتِ در حالِ سردشدن,spore-forming bacteria in cooling liquids,آب‌مایهٔ بزرگ را در ظرف‌های کوچک سرد کنید
klink_classical_sauces_isced_f_2013_0531_0,spec_classical_sauces,kc_isced_0531,draws_on,غلیظ‌شدن با نشاسته و رو,starch thickening and roux,
klink_classical_sauces_isced_f_2013_0531_1,spec_classical_sauces,kc_isced_0531,draws_on,کلوئیدها و غلیظ‌کردن با تبخیر,colloids and reductions,
klink_classical_sauces_isced_f_2013_1013_2,spec_classical_sauces,kc_isced_1013,draws_on,دستورهای آشپزیِ کلاسیکِ فرانسوی,classical French kitchen repertoire,
klink_emulsified_sauces_isced_f_2013_0531_0,spec_emulsified_sauces,kc_isced_0531,draws_on,امولسیون و امولسیفایر (لسیتین),emulsions and emulsifiers (lecithin),
klink_emulsified_sauces_isced_f_2013_0511_1,spec_emulsified_sauces,kc_isced_0511,draws_on,خطرِ سالمونلا در سس با تخم‌مرغِ خام,Salmonella risk in raw-egg sauces,سسِ تخم‌مرغِ خام را سرد و کوتاه‌مدت نگه دارید
klink_soup_making_isced_f_2013_0533_0,spec_soup_making,kc_isced_0533,draws_on,غلیظ‌شدن با تبخیر,reduction by evaporation,
klink_soup_making_isced_f_2013_1013_1,spec_soup_making,kc_isced_1013,draws_on,انواعِ سوپ در منوی رستوران,soup types in restaurant menus,
klink_meat_butchery_isced_f_2013_0811_0,spec_meat_butchery,kc_isced_0811,draws_on,آناتومیِ لاشه و بُرش‌های گوشت,carcass anatomy and meat cuts,
klink_meat_butchery_isced_f_2013_0511_1,spec_meat_butchery,kc_isced_0511,draws_on,ساختارِ ماهیچه و جهتِ تار,muscle structure and grain,بُرشِ عمود بر تار گوشت را نرم‌تر می‌کند
klink_meat_butchery_isced_f_2013_0721_2,spec_meat_butchery,kc_isced_0721,draws_on,فرآوریِ گوشت,meat processing,
klink_poultry_preparation_isced_f_2013_0511_0,spec_poultry_preparation,kc_isced_0511,draws_on,سالمونلا و کمپیلوباکتر در مرغ,Salmonella and Campylobacter in poultry,مرغِ خام را نشویید؛ آب میکروب را پخش می‌کند
klink_poultry_preparation_isced_f_2013_0721_1,spec_poultry_preparation,kc_isced_0721,draws_on,فرآوریِ مرغ,poultry processing,
klink_fish_and_seafood_preparation_isced_f_2013_0831_0,spec_fish_and_seafood_preparation,kc_isced_0831,draws_on,شناختِ گونه‌ها و تازگیِ ماهی,fish species and freshness,چشمِ روشن و آبشش سرخ نشانِ ماهیِ تازه است
klink_fish_and_seafood_preparation_isced_f_2013_0511_1,spec_fish_and_seafood_preparation,kc_isced_0511,draws_on,انگل‌ها و پیدایشِ هیستامین,parasites and histamine formation,ماهیِ تن و قباد اگر گرم بماند هیستامین می‌سازد
klink_fish_and_seafood_preparation_isced_f_2013_0721_2,spec_fish_and_seafood_preparation,kc_isced_0721,draws_on,فرآوریِ ماهی,fish processing,
klink_offal_preparation_isced_f_2013_0511_0,spec_offal_preparation,kc_isced_0511,draws_on,بارِ میکروبیِ اندام‌های خوراکی,microbial load of offal,
klink_offal_preparation_isced_f_2013_0841_1,spec_offal_preparation,kc_isced_0841,draws_on,بازرسیِ دامپزشکیِ گوشت,veterinary meat inspection,مهرِ دامپزشکی و منبعِ مجاز را بررسی کنید
klink_classical_vegetable_cuts_isced_f_2013_0533_0,spec_classical_vegetable_cuts,kc_isced_0533,draws_on,نسبتِ سطح به حجم و زمانِ پخت,surface-to-volume ratio and cooking time,
klink_classical_vegetable_cuts_isced_f_2013_1013_1,spec_classical_vegetable_cuts,kc_isced_1013,draws_on,بُرش‌های کلاسیکِ آشپزی,classical culinary cuts,
klink_greens_washing_disinfection_isced_f_2013_0511_0,spec_greens_washing_disinfection,kc_isced_0511,draws_on,انگل و باکتری روی سبزیِ خام,parasites and bacteria on raw produce,
klink_greens_washing_disinfection_isced_f_2013_0531_1,spec_greens_washing_disinfection,kc_isced_0531,draws_on,غلظت و زمانِ اثرِ ضدعفونی‌کننده,disinfectant concentration and contact time,بیش از اندازهٔ برچسب نریزید و خوب آبکشی کنید
klink_legume_and_grain_preparation_isced_f_2013_0512_0,spec_legume_and_grain_preparation,kc_isced_0512,draws_on,ضدمغذی‌ها (لکتین و فیتات) و خیساندن,"anti-nutrients (lectins, phytates) and soaking",لوبیای قرمزِ نیم‌پز می‌تواند دل‌پیچه بیاورد
klink_legume_and_grain_preparation_isced_f_2013_0915_1,spec_legume_and_grain_preparation,kc_isced_0915,draws_on,مکمل‌بودنِ پروتئینِ حبوبات و غلات,protein complementation of legumes and grains,
klink_tasting_and_seasoning_isced_f_2013_0511_0,spec_tasting_and_seasoning,kc_isced_0511,draws_on,فیزیولوژیِ چشایی و بویایی,taste and smell physiology,
klink_tasting_and_seasoning_isced_f_2013_0531_1,spec_tasting_and_seasoning,kc_isced_0531,draws_on,شوری، ترشی و تعادلِ طعم,"salt, acid and flavour balance",
klink_doneness_testing_isced_f_2013_0511_0,spec_doneness_testing,kc_isced_0511,draws_on,دمای کشندهٔ میکروب‌ها,lethal temperatures for pathogens,مرغ و گوشتِ چرخ‌کرده باید در مغز به حدودِ ۷۵ درجه برسند
klink_doneness_testing_isced_f_2013_0512_1,spec_doneness_testing,kc_isced_0512,draws_on,واسرشتِ پروتئین و درجهٔ پخت,protein denaturation and doneness,
klink_garnishing_isced_f_2013_0213_0,spec_garnishing,kc_isced_0213,draws_on,رنگ و ترکیب‌بندیِ دیداری,colour and visual composition,
klink_garnishing_isced_f_2013_1013_1,spec_garnishing,kc_isced_1013,draws_on,آرایشِ غذا,food presentation,
klink_fruit_and_vegetable_carving_isced_f_2013_0214_0,spec_fruit_and_vegetable_carving,kc_isced_0214,draws_on,فنونِ دستیِ تزئینی,decorative handcraft techniques,
klink_fruit_and_vegetable_carving_isced_f_2013_0213_1,spec_fruit_and_vegetable_carving,kc_isced_0213,draws_on,فرم و ترکیب‌بندی,form and composition,
klink_batch_cooking_isced_f_2013_0533_0,spec_batch_cooking,kc_isced_0533,draws_on,گرم و سردشدنِ کندِ حجمِ زیاد,slow heating and cooling of large volumes,
klink_batch_cooking_isced_f_2013_0721_1,spec_batch_cooking,kc_isced_0721,draws_on,بزرگ‌کردنِ فرایندِ تولیدِ غذا,scaling food processes,
klink_recipe_scaling_and_yield_isced_f_2013_0541_0,spec_recipe_scaling_and_yield,kc_isced_0541,draws_on,نسبت و تناسب,ratios and proportional scaling,
klink_recipe_scaling_and_yield_isced_f_2013_0411_1,spec_recipe_scaling_and_yield,kc_isced_0411,draws_on,بهای تمام‌شدهٔ هر پُرس,cost per portion,
klink_cook_chill_isced_f_2013_0511_0,spec_cook_chill,kc_isced_0511,draws_on,رشدِ باکتری در دمای خطر,bacterial growth in the danger zone,
klink_cook_chill_isced_f_2013_0721_1,spec_cook_chill,kc_isced_0721,draws_on,سرما و انجماد برای نگهداری,chilling and freezing as preservation,
klink_cook_chill_isced_f_2013_0533_2,spec_cook_chill,kc_isced_0533,draws_on,گرفتنِ گرما با هوای سردِ پرسرعت,heat removal by forced cold air,غذای پخته باید در حدودِ ۹۰ دقیقه به ۳ درجه یا کمتر برسد
klink_sous_vide_cooking_isced_f_2013_0511_0,spec_sous_vide_cooking,kc_isced_0511,draws_on,جدولِ زمان و دمای پاستوریزه و کلستریدیوم بوتولینوم,pasteurisation time–temperature and Clostridium botulinum,
klink_sous_vide_cooking_isced_f_2013_0533_1,spec_sous_vide_cooking,kc_isced_0533,draws_on,انتقالِ گرما در حمامِ آب,heat transfer in a water bath,
klink_sous_vide_cooking_isced_f_2013_0512_2,spec_sous_vide_cooking,kc_isced_0512,draws_on,واسرشتِ پروتئین در دمای کنترل‌شده,protein denaturation at controlled temperatures,
klink_vacuum_packing_isced_f_2013_0721_0,spec_vacuum_packing,kc_isced_0721,draws_on,بسته‌بندی با اکسیژنِ کم,reduced-oxygen packaging,
klink_vacuum_packing_isced_f_2013_0511_1,spec_vacuum_packing,kc_isced_0511,draws_on,باکتری‌های بی‌هوازی,anaerobic bacteria,وکیوم سرما را جایگزین نمی‌کند
klink_hot_holding_and_reheating_isced_f_2013_0511_0,spec_hot_holding_and_reheating,kc_isced_0511,draws_on,رشدِ میکروب و ساختِ سم,pathogen growth and toxin formation,غذا را بالای ۶۳ درجه نگه دارید و در گرم‌کردنِ دوباره به ۷۵ درجه برسانید
klink_hot_holding_and_reheating_isced_f_2013_0533_1,spec_hot_holding_and_reheating,kc_isced_0533,draws_on,نگه‌داشتنِ گرما با حمامِ آب,water-bath heat retention,
klink_special_diet_cooking_isced_f_2013_0915_0,spec_special_diet_cooking,kc_isced_0915,draws_on,رژیم‌های درمانی و تغذیه,therapeutic diets and dietetics,
klink_special_diet_cooking_isced_f_2013_0512_1,spec_special_diet_cooking,kc_isced_0512,draws_on,سوخت‌وسازِ قند و نمایهٔ قندی,carbohydrate metabolism and glycaemic index,
klink_texture_modified_food_isced_f_2013_0915_0,spec_texture_modified_food,kc_isced_0915,draws_on,سطوحِ بافتِ غذا برای اختلالِ بلع,dysphagia diet texture levels,
klink_texture_modified_food_isced_f_2013_0533_1,spec_texture_modified_food,kc_isced_0533,draws_on,گرانروی و رئولوژی,viscosity and rheology,
klink_vegetarian_cooking_isced_f_2013_0915_0,spec_vegetarian_cooking,kc_isced_0915,draws_on,تغذیهٔ گیاهی (پروتئین، آهن، ویتامین ب۱۲),"plant-based nutrition (protein, iron, B12)",
klink_vegetarian_cooking_isced_f_2013_0512_1,spec_vegetarian_cooking,kc_isced_0512,draws_on,پروتئین‌های گیاهی,plant proteins,
klink_egg_cookery_isced_f_2013_0512_0,spec_egg_cookery,kc_isced_0512,draws_on,دمای بستنِ پروتئینِ تخم‌مرغ,egg protein coagulation temperatures,
klink_egg_cookery_isced_f_2013_0511_1,spec_egg_cookery,kc_isced_0511,draws_on,سالمونلا در تخم‌مرغ,Salmonella in eggs,
klink_live_cooking_station_isced_f_2013_1013_0,spec_live_cooking_station,kc_isced_1013,draws_on,سرو در برابرِ مهمان,guest-facing food service,
klink_live_cooking_station_isced_f_2013_1022_1,spec_live_cooking_station,kc_isced_1022,draws_on,کنترلِ خطر نزدیکِ مهمان,hazard control near guests,
klink_salad_and_dressing_isced_f_2013_0531_0,spec_salad_and_dressing,kc_isced_0531,draws_on,امولسیونِ روغن و سرکه,oil–vinegar emulsions,
klink_salad_and_dressing_isced_f_2013_0511_1,spec_salad_and_dressing,kc_isced_0511,draws_on,بهداشتِ سبزیِ خامِ آمادهٔ مصرف,hygiene of raw ready-to-eat produce,
klink_garde_manger_cold_preparations_isced_f_2013_0511_0,spec_garde_manger_cold_preparations,kc_isced_0511,draws_on,لیستریا در غذای سردِ آمادهٔ مصرف,Listeria in ready-to-eat foods,
klink_garde_manger_cold_preparations_isced_f_2013_1013_1,spec_garde_manger_cold_preparations,kc_isced_1013,draws_on,دستورهای آشپزخانهٔ سرد,cold kitchen repertoire,
klink_curing_and_smoking_isced_f_2013_0531_0,spec_curing_and_smoking,kc_isced_0531,draws_on,شیمیِ نمک و نیتریت,salt and nitrite chemistry,
klink_curing_and_smoking_isced_f_2013_0721_1,spec_curing_and_smoking,kc_isced_0721,draws_on,نگهداری با عمل‌آوری و دود,preservation by curing and smoking,
klink_curing_and_smoking_isced_f_2013_0511_2,spec_curing_and_smoking,kc_isced_0511,draws_on,فعالیتِ آبی و مهارِ میکروب,water activity and microbial control,
klink_pickling_and_preserving_isced_f_2013_0531_0,spec_pickling_and_preserving,kc_isced_0531,draws_on,اسیدیته و pH,acidity and pH,
klink_pickling_and_preserving_isced_f_2013_0511_1,spec_pickling_and_preserving,kc_isced_0511,draws_on,بوتولیسم در نگهداری‌های خانگی,Clostridium botulinum in preserves,ترشی و کنسروِ کم‌سرکه یا کم‌نمک خطرِ بوتولیسم دارد
klink_pasta_and_noodle_making_isced_f_2013_0512_0,spec_pasta_and_noodle_making,kc_isced_0512,draws_on,شکل‌گیریِ شبکهٔ گلوتن,gluten network formation,
klink_pasta_and_noodle_making_isced_f_2013_0721_1,spec_pasta_and_noodle_making,kc_isced_0721,draws_on,فرآوریِ فراورده‌های غلات,cereal products processing,
klink_pizza_making_isced_f_2013_0512_0,spec_pizza_making,kc_isced_0512,draws_on,تخمیرِ مخمر,yeast fermentation,
klink_pizza_making_isced_f_2013_0533_1,spec_pizza_making,kc_isced_0533,draws_on,انتقالِ گرما در فرِ سنگی و طبقه‌ای,stone and deck oven heat transfer,
klink_griddle_cooking_isced_f_2013_0533_0,spec_griddle_cooking,kc_isced_0533,draws_on,رسانش و منطقه‌های دمای سطح,conduction and surface temperature zones,
klink_griddle_cooking_isced_f_2013_0531_1,spec_griddle_cooking,kc_isced_0531,draws_on,قهوه‌ای‌شدنِ مایار,Maillard browning,
klink_sandwich_assembly_isced_f_2013_1013_0,spec_sandwich_assembly,kc_isced_1013,draws_on,مونتاژِ استاندارد برای سرعتِ سرو,standardised assembly for service speed,
klink_sandwich_assembly_isced_f_2013_0511_1,spec_sandwich_assembly,kc_isced_0511,draws_on,بهداشتِ مونتاژِ غذای آمادهٔ مصرف,hygiene of ready-to-eat assembly,
klink_qsr_standard_procedures_isced_f_2013_1013_0,spec_qsr_standard_procedures,kc_isced_1013,draws_on,استانداردهای کارِ غذای سریع,quick-service operating standards,
klink_qsr_standard_procedures_isced_f_2013_0511_1,spec_qsr_standard_procedures,kc_isced_0511,draws_on,محدودیتِ زمانِ نگهداریِ غذای آماده,holding-time limits,
klink_vertical_rotisserie_cooking_isced_f_2013_0533_0,spec_vertical_rotisserie_cooking,kc_isced_0533,draws_on,گرمای تابشی روی تودهٔ چرخان,radiant heat on a rotating mass,
klink_vertical_rotisserie_cooking_isced_f_2013_0511_1,spec_vertical_rotisserie_cooking,kc_isced_0511,draws_on,لایه‌های درونیِ نپخته,undercooked inner layers,فقط لایهٔ کاملاً پخته را ببُرید
klink_falafel_making_isced_f_2013_0512_0,spec_falafel_making,kc_isced_0512,draws_on,چسبندگیِ نشاسته و پروتئین در نخودِ خیس‌خورده,starch and protein binding in raw soaked chickpeas,
klink_falafel_making_isced_f_2013_0531_1,spec_falafel_making,kc_isced_0531,draws_on,شیمیِ سرخ‌کردن,frying chemistry,
klink_filled_pastry_folding_isced_f_2013_0214_0,spec_filled_pastry_folding,kc_isced_0214,draws_on,فنونِ مهارتِ دستی,manual dexterity techniques,
klink_filled_pastry_folding_isced_f_2013_1013_1,spec_filled_pastry_folding,kc_isced_1013,draws_on,انواعِ خمیرهای پُرشده,filled pastry repertoire,
klink_wok_cooking_isced_f_2013_0533_0,spec_wok_cooking,kc_isced_0533,draws_on,پخت با شدتِ گرمای بالا,high heat flux cooking,
klink_wok_cooking_isced_f_2013_0531_1,spec_wok_cooking,kc_isced_0531,draws_on,واکنشِ مایار و طعمِ دود,Maillard and smoke flavour,
klink_sushi_making_isced_f_2013_0531_0,spec_sushi_making,kc_isced_0531,draws_on,اسیدی‌کردنِ برنج,acidified rice pH,
klink_sushi_making_isced_f_2013_0511_1,spec_sushi_making,kc_isced_0511,draws_on,ازبین‌بردنِ انگل با انجمادِ ماهیِ خام,parasite control by freezing raw fish,ماهیِ خام باید پیش از مصرف به‌درستی فریز شده باشد
klink_international_cuisines_isced_f_2013_0314_0,spec_international_cuisines,kc_isced_0314,draws_on,فرهنگِ غذاییِ ملت‌ها,food cultures of the world,
klink_international_cuisines_isced_f_2013_1013_1,spec_international_cuisines,kc_isced_1013,draws_on,دستورهای غذاهای بین‌المللی,international menu repertoire,
klink_wood_fired_oven_isced_f_2013_0533_0,spec_wood_fired_oven,kc_isced_0533,draws_on,جرمِ گرمایی و گرمای ذخیره‌شده,thermal mass and stored heat,
klink_wood_fired_oven_isced_f_2013_0531_1,spec_wood_fired_oven,kc_isced_0531,draws_on,سوختنِ چوب,wood combustion,
klink_wood_fired_oven_isced_f_2013_1022_2,spec_wood_fired_oven,kc_isced_1022,draws_on,خطرِ آتش و دود,fire and smoke hazards,
klink_cooked_food_transport_isced_f_2013_0533_0,spec_cooked_food_transport,kc_isced_0533,draws_on,عایق‌بندیِ گرمایی,thermal insulation,
